Jarea,JcomSize,JcomType,Jcompany,Jdb,Jeducation,Jexperience,JhireCount,JmaxSalary,JminSalary,Jname,JpayTimes,Jrequirements,Jsalary,Jtag,Jtype,Jwelfare
云南-昭通,50-200,私营/民营企业,昭通银昶企业,,中专学历 ,不限经验,1-5,4.5,3.0,调度员,,,,建筑/房地产/物业/装潢,,
内蒙古-呼和浩特,10-50,私营/民营企业,内蒙古思睿达工程项目管理有限公司,,本科学历 ,不限经验,1-5,0,0,招标专员,,,,建筑/房地产/物业/装潢,,
内蒙古-赤峰,10-50,事业单位,北京伯乐英才国际人力资源有限公司,,本科学历 ,不限经验,1-5,8.0,6.0,高薪兼职赤峰代理,,,,人才交流/中介/人力资源,,
云南-,10-50,私营/民营企业,云南龙辉工程有限公司,,大专学历 ,不限经验,1-5,6.0,4.5,施工员,,,,建筑/房地产/物业/装潢,,
云南-昆明,500-1000,,湖北美和易思教育科技有限公司,,本科学历 ,不限经验,1-5,15.0,10.0,校区主任,,,,教育/培训/学术/科研,,
云南-西双版纳,1000,私营/民营企业,西双版纳大兴有限责任公司,,本科学历 ,不限经验,,0,0,营业员（老大兴）,,,,批发零售,,
辽宁-阜新,10-50,私营/民营企业,景明大酒店,,不限学历 ,不限经验,,3.0,2.0,保安,,,,旅游/酒店,,
云南-昆明,200-500,私营/民营企业,昆明市西山区滇鹏高级中学,,大专学历 ,不限经验,,6.0,4.5,咨询师,,,,教育/培训/学术/科研,,
内蒙古-呼和浩特,10-50,私营/民营企业,陕西海特建筑工程咨询有限公司,,本科学历 ,不限经验,1-5,0,0,招标专员,,,,建筑/房地产/物业/装潢,,
云南-玉溪,10-50,其他,云南绿竹房地产开发有限公司,,本科学历 ,不限经验,1-5,0,0,造价师/预算师,,,,建筑/房地产/物业/装潢,,
安徽-安庆,10-50,私营/民营企业,昆明前程教育,,大专学历 ,不限经验,1-5,0,0,招聘专员/助理,,,,教育/培训/学术/科研,,
广东-广州,200-500,私营/民营企业,云南景航人力资源管理有限公司,,不限学历 ,不限经验,,6.0,4.5,在线客服,,,,人才交流/中介/人力资源,,
云南-昆明,10-50,私营/民营企业,睿叮儿童图书馆,,大专学历 ,不限经验,1-5,4.5,3.0,前台接待,,,,教育/培训/学术/科研,,
云南-,50-200,其他,云南耀兴卓越技工学校,,本科学历 ,不限经验,,6.0,4.5,高中理科教师,,,,教育/培训/学术/科研,,
云南-,200-500,私营/民营企业,云南家天下建设工程有限公司,,大专学历 ,不限经验,1-5,0,0,核算专员,,,,建筑/房地产/物业/装潢,,
云南-,10-50,私营/民营企业,昆明昭盛房地产经纪有限公司,,不限学历 ,不限经验,,15.0,10.0,置业顾问,,,,建筑/房地产/物业/装潢,,
云南-红河,10-50,私营/民营企业,弥勒市弥阳镇东昇优友幼儿园有限公司,,大专学历 ,不限经验,1-5,3.0,2.0,办公室文员,,,,教育/培训/学术/科研,,
云南-文山,50-200,股份制企业,中国大地财产保险股份有限公司文山中心支公司,,大专学历 ,不限经验,5-10,10.0,8.0,客户经理,,,,保险,,
云南-曲靖,10-50,私营/民营企业,曲靖乐智仁教育咨询有限公司,,大专学历 ,不限经验,,4.5,3.0,教育咨询师兼前台文员,,,,教育/培训/学术/科研,,
云南-玉溪,10,私营/民营企业,红塔区筱鱼健康信息咨询服务部,,不限学历 ,不限经验,5-10,0,0,销售代表,,,,教育/培训/学术/科研,,
云南-西双版纳,50-200,私营/民营企业,云南景兰文旅集团,,大专学历 ,不限经验,1-5,4.5,3.0,招商专员,,,,娱乐休闲/餐饮/服务,,
云南-保山,200-500,私营/民营企业,腾冲宝能,,本科学历 ,不限经验,1-5,6.0,4.5,档案主管,,,,建筑/房地产/物业/装潢,,
广西-来宾,10-50,私营/民营企业,云南卡付科技有限公司,,大专学历 ,不限经验,1-5,4.5,3.0,行政助理,,,,贸易/商务/进出口,,
江西-萍乡,10-50,私营/民营企业,学通教育,,本科学历 ,不限经验,1-5,4.5,3.0,行政专员/助理,,,,教育/培训/学术/科研,,
云南-,10-50,私营/民营企业,昆明丰图经贸有限公司,,本科学历 ,不限经验,1-5,4.5,3.0,仓管管理员,,,,批发零售,,
辽宁-阜新,10-50,私营/民营企业,景明大酒店,,不限学历 ,不限经验,,4.5,3.0,切配,,,,旅游/酒店,,
安徽-安庆,10-50,私营/民营企业,昆明前程教育,,硕士学历 ,不限经验,1-5,0,0,大学语文（教师）,,,,教育/培训/学术/科研,,
云南-昆明,10-50,私营/民营企业,睿叮儿童图书馆,,大专学历 ,不限经验,,15.0,10.0,课程顾问,,,,教育/培训/学术/科研,,
云南-,10-50,私营/民营企业,云南龙辉工程有限公司,,大专学历 ,不限经验,1-5,15.0,10.0,建筑工程师/总工,,,,建筑/房地产/物业/装潢,,
云南-,200-500,私营/民营企业,中经国际招标集团有限公司云南分公司,,大专学历 ,不限经验,,4.5,3.0,招标专员,,,,建筑/房地产/物业/装潢,,
云南-玉溪,10-50,股份制企业,玉溪寿之福健康养老服务有限公司,,大专学历 ,不限经验,1-5,4.5,3.0,人事经理,,,,批发零售,,
云南-曲靖,50-200,私营/民营企业,曲靖华美美莱美容医院有限公司,,大专学历 ,不限经验,1-5,0,0,医秘,,,,医疗/保健/美容/卫生,,
云南-,50-200,私营/民营企业,云南中企建设有限公司,,不限学历 ,不限经验,,4.5,3.0,普工,,,,建筑/房地产/物业/装潢,,
云南-昆明,50-200,私营/民营企业,锦康医院,,中专学历 ,不限经验,1-5,0,0,药剂士,,,,医疗/保健/美容/卫生,,
云南-文山,10-50,私营/民营企业,丘北尚美优家家具销售有限公司,,不限学历 ,不限经验,1-5,4.5,3.0,储备店长,,,,家居/家具/室内设计,,
云南-,1000,私营/民营企业,福建速泊停车服务有限公司,,大专学历 ,不限经验,1-5,6.0,4.5,项目经理,,,,生活服务,,
云南-曲靖,10-50,私营/民营企业,罗平希尔培训学校有限公司,,大专学历 ,不限经验,1-5,6.0,4.5,英语教师,,,,教育/培训/学术/科研,,
山西-临汾,10-50,合资企业,丽江翔鹭房地产开发有限公司,,大专学历 ,不限经验,1-5,10.0,8.0,会计,,,,建筑/房地产/物业/装潢,,
辽宁-阜新,50-200,私营/民营企业,云南泛联信息技术有限公司,,本科学历 ,不限经验,1-5,6.0,4.5,UI设计/顾问（昆明）,,,,计算机软件业,,
云南-,200-500,私营/民营企业,云南众汇汽车服务有限公司,,大专学历 ,不限经验,1-5,6.0,4.5,上户员,,,,其他行业,,
内蒙古-锡林郭勒盟,10-50,事业单位,北京伯乐英才国际人力资源有限公司,,本科学历 ,不限经验,1-5,8.0,6.0,高薪兼职二连浩特代理,,,,人才交流/中介/人力资源,,
云南-,10-50,私营/民营企业,云南滇铎建设工程有限公司,,不限学历 ,不限经验,1-5,0,0,材料员,,,,建筑/房地产/物业/装潢,,
云南-大理,50-200,私营/民营企业,大理诚润和汽车销售服务有限公司,,不限学历 ,不限经验,1-5,4.5,3.0,机电技师,,,,汽车/摩托车/零配件,,
湖北-武汉,10-50,私营/民营企业,武汉汇贤人力资源有限公司,,不限学历 ,不限经验,,10.0,4.5,外卖骑手,,,,人才交流/中介/人力资源,,"包吃, 餐补, 加班补助"
云南-,200-500,私营/民营企业,中经国际招标集团有限公司云南分公司,,大专学历 ,不限经验,,3.0,2.0,招标员,,,,建筑/房地产/物业/装潢,,
云南-昆明,500-1000,,湖北美和易思教育科技有限公司,,本科学历 ,不限经验,1-5,15.0,10.0,学术主任,,,,教育/培训/学术/科研,,
云南-文山,10,私营/民营企业,天鉴国际工程管理有限公司,,大专学历 ,不限经验,1-5,0,0,施工员,,,,建筑/房地产/物业/装潢,,
云南-,50-200,私营/民营企业,昆明超收网络科技有限公司,,大专学历 ,不限经验,1-5,4.5,3.0,会计专员,,,,其他行业,,
广东-广州,500-1000,私营/民营企业,龟鹤堂健康养老产业（湖北）有限公司,,不限学历 ,不限经验,,15.0,6.0,​兼职平台推广招商专员,,,,互联网/电子商务/游戏,,"工作时间自由, 兼职, 弹性工作"
云南-玉溪,500-1000,股份制企业,云南初心保安服务有限公司,,不限学历 ,不限经验,,4.5,3.0,文员、行政助理、,,,,生活服务,,
云南-,50-200,私营/民营企业,云南泽庆科技有限公司,,大专学历 ,不限经验,1-5,4.5,3.0,财务顾问,,,,互联网/电子商务/游戏,,
内蒙古-呼和浩特,500-1000,私营/民营企业,呼和浩特市新途径培训服务有限公司,,本科学历 ,不限经验,50-100,8.0,6.0,公务员考试培训储备讲师（教招方向）,,,,教育/培训/学术/科研,,
云南-红河,10-50,私营/民营企业,红河州合和文化发展有限公司,,大专学历 ,不限经验,1-5,4.5,3.0,活动策划,,,,广告/公关/设计/市场/会展,,
云南-,10-50,私营/民营企业,昆明昭盛房地产经纪有限公司,,高中学历 ,不限经验,,15.0,10.0,销售人员,,,,建筑/房地产/物业/装潢,,
云南-玉溪,500-1000,私营/民营企业,植物医生玉溪专卖店,,不限学历 ,不限经验,1-5,8.0,6.0,区域销售经理,,,,快速消费品,,
云南-玉溪,200-500,私营/民营企业,宏呈通讯,,本科学历 ,不限经验,,4.5,3.0,普工,,,,电子/微电子技术/半导体,,
云南-红河,10-50,私营/民营企业,红河州合和文化发展有限公司,,大专学历 ,不限经验,1-5,4.5,3.0,婚礼策划师,,,,广告/公关/设计/市场/会展,,
辽宁-阜新,10-50,私营/民营企业,景明大酒店,,本科学历 ,不限经验,,3.0,2.0,餐饮厅面领班,,,,旅游/酒店,,
辽宁-阜新,10-50,私营/民营企业,景明大酒店,,本科学历 ,不限经验,,4.5,3.0,餐厅厅面经理,,,,旅游/酒店,,
内蒙古-呼和浩特,1000,国有企业,紫金财产保险股份有限公司内蒙古分公司,,本科学历 ,不限经验,1-5,6.0,4.0,非车险核保,,,,金融业/银行,,
内蒙古-鄂尔多斯,10-50,事业单位,北京伯乐英才国际人力资源有限公司,,本科学历 ,不限经验,1-5,0,0,高薪兼职鄂尔多斯代理,,,,人才交流/中介/人力资源,,
云南-曲靖,1000,股份制企业,浦发银行,,大专学历 ,不限经验,1-5,10.0,8.0,销售主管,,,,其他行业,,
云南-玉溪,10-50,其他,云南绿竹房地产开发有限公司,,中专学历 ,不限经验,1-5,0,0,土建/结构工程师,,,,建筑/房地产/物业/装潢,,
云南-玉溪,200-500,私营/民营企业,宏呈通讯,,本科学历 ,不限经验,1-5,0,0,组长/拉长,,,,电子/微电子技术/半导体,,
云南-,200-500,股份制企业,云南交换空间装饰工程有限公司,,不限学历 ,不限经验,1-5,4.5,3.0,线上客服,,,,建筑/房地产/物业/装潢,,
云南-文山,50-200,股份制企业,中国大地财产保险股份有限公司文山中心支公司,,中专学历 ,不限经验,1-5,10.0,8.0,业务员,,,,保险,,
河北-承德,10-50,私营/民营企业,昆明精英文化培训学校,,大专学历 ,不限经验,1-5,6.0,4.5,网络营销主管,,,,教育/培训/学术/科研,,
广东-广州,500-1000,私营/民营企业,云南互卫保安服务有限公司,,高中学历 ,不限经验,1-5,6.0,4.5,品质督察,,,,建筑/房地产/物业/装潢,,
云南-,10,私营/民营企业,久久美容养生会所,,不限学历 ,不限经验,1-5,4.5,3.0,前台,,,,医疗/保健/美容/卫生,,
云南-大理,500-1000,股份制企业,云南皇氏来思尔乳业有限公司,,大专学历 ,不限经验,1-5,0,0,设备机修人员,,,,快速消费品,,
云南-楚雄,10,私营/民营企业,品尚火鸭,,不限学历 ,不限经验,1-5,3.0,2.0,洗碗工,,,,娱乐休闲/餐饮/服务,,
云南-,1000,私营/民营企业,福建速泊停车服务有限公司,,大专学历 ,不限经验,,4.5,3.0,销售经理,,,,生活服务,,
云南-文山,10-50,私营/民营企业,丘北尚美优家家具销售有限公司,,不限学历 ,不限经验,,4.5,3.0,销售业务员,,,,家居/家具/室内设计,,
广东-揭阳,50-200,私营/民营企业,昭通银昶企业,,大专学历 ,不限经验,1-5,4.5,3.0,文案策划/编写,,,,建筑/房地产/物业/装潢,,
安徽-安庆,10-50,私营/民营企业,昆明前程教育,,本科学历 ,不限经验,1-5,0,0,校长助理,,,,教育/培训/学术/科研,,
云南-曲靖,50-200,外商独资企业,陆良港华燃气有限公司,,大专学历 ,不限经验,1-5,0,0,客户服务专员,,,,电力/水利/能源/矿产,,
云南-曲靖,50-200,股份制企业,曲靖市富源阳光医院,,大专学历 ,不限经验,1-5,20.0,15.0,麻醉医生,,,,医疗/保健/美容/卫生,,
云南-昆明,50-200,股份制企业,伟岑公司,,本科学历 ,不限经验,1-5,8.0,6.0,汽车泵操作手,,,,交通/运输/物流/快递,,
云南-,10-50,私营/民营企业,云南龙辉工程有限公司,,大专学历 ,不限经验,1-5,6.0,4.5,安防/安全员/消防员,,,,建筑/房地产/物业/装潢,,
云南-,10-50,私营/民营企业,云南中孚行装饰工程有限公司,,大专学历 ,不限经验,,10.0,8.0,微信运营专员,,,,建筑/房地产/物业/装潢,,
云南-,200-500,私营/民营企业,昆明东昊钛业有限公司,,本科学历 ,不限经验,1-5,0,0,物流经理,,,,生产/制造/加工,,
云南-曲靖,10-50,股份制企业,云南金涛金属制品有限公司,,不限学历 ,不限经验,1-5,2.0,1.5,做饭工,,,,其他行业,,
云南-昭通,1000,私营/民营企业,东方希望集团,,大专学历 ,不限经验,1-5,6.0,4.5,采购员,,,,农/林/牧/副/渔业,,
云南-玉溪,10,私营/民营企业,红塔区筱鱼健康信息咨询服务部,,大专学历 ,不限经验,1-5,4.5,3.0,训练导师,,,,教育/培训/学术/科研,,
云南-丽江,200-500,私营/民营企业,丽江千古情景区,,高中学历 ,不限经验,,4.5,3.0,保安（劳务）,,,,旅游/酒店,,
云南-玉溪,500-1000,股份制企业,云南初心保安服务有限公司,,本科学历 ,不限经验,,3.0,2.0,保安员,,,,生活服务,,
云南-玉溪,10-50,私营/民营企业,玉溪沐童文化传播有限责任公司,,大专学历 ,不限经验,1-5,6.0,4.5,学习管理师,,,,教育/培训/学术/科研,,
云南-楚雄,10-50,私营/民营企业,楚雄市高财教育咨询有限公司,,不限学历 ,不限经验,1-5,6.0,4.5,销售主管,,,,教育/培训/学术/科研,,
云南-,1000,私营/民营企业,云南易达行房地产经纪有限公司,,大专学历 ,不限经验,1-5,8.0,6.0,渠道经理/主管（驻场）,,,,建筑/房地产/物业/装潢,,
安徽-安庆,10-50,私营/民营企业,昆明前程教育,,大专学历 ,不限经验,5-10,0,0,教务/教学管理,,,,教育/培训/学术/科研,,
广东-揭阳,50-200,股份制企业,云南泰宇工程咨询有限公司,,大专学历 ,不限经验,,0,0,造价工程师,,,,建筑/房地产/物业/装潢,,
云南-文山,10-50,私营/民营企业,云南凯途建筑工程有限公司,,不限学历 ,不限经验,1-5,0,0,工程部质安管理员,,,,建筑/房地产/物业/装潢,,
云南-,10-50,私营/民营企业,云南誉恒食品有限公司,,不限学历 ,不限经验,,0,0,销售,,,,批发零售,,
辽宁-阜新,10-50,私营/民营企业,云南五坤谷,,不限学历 ,不限经验,1-5,4.5,3.0,促销员导购员,,,,互联网/电子商务/游戏,,
云南-,200-500,私营/民营企业,昆明居然之家家居建材市场有限公司,,本科学历 ,不限经验,,0,0,会计,,,,批发零售,,
云南-昆明,50-200,私营/民营企业,昆明市西山区昆润职业培训学校,,本科学历 ,不限经验,1-5,6.0,4.5,政治教师,,,,教育/培训/学术/科研,,
内蒙古-锡林郭勒盟,10-50,事业单位,北京伯乐英才国际人力资源有限公司,,本科学历 ,不限经验,1-5,8.0,6.0,高薪兼职锡林郭勒代理,,,,人才交流/中介/人力资源,,
云南-,1000,股份制企业,浦发银行,,大专学历 ,不限经验,1-5,8.0,6.0,产品助理,,,,其他行业,,
广东-广州,200-500,私营/民营企业,云南景航人力资源管理有限公司,,不限学历 ,不限经验,,6.0,4.5,销售,,,,人才交流/中介/人力资源,,
广东-揭阳,10-50,股份制企业,昭通晨风汽车销售服务有限公司,,中专学历 ,不限经验,,8.0,6.0,售后服务站长,,,,汽车/摩托车/零配件,,
云南-大理,50-200,私营/民营企业,大理华星锦业汽车销售服务有限公司,,中专学历 ,不限经验,1-5,6.0,4.5,机修技师,,,,汽车/摩托车/零配件,,
云南-,10-50,私营/民营企业,云南龙辉工程有限公司,,大专学历 ,不限经验,1-5,6.0,4.5,资料员,,,,建筑/房地产/物业/装潢,,
内蒙古-呼和浩特,500-1000,私营/民营企业,呼和浩特市新途径培训服务有限公司,,本科学历 ,不限经验,50-100,8.0,6.0,公务员考试培训储备讲师（面试方向）,,,,教育/培训/学术/科研,,
云南-,10-50,私营/民营企业,云南利民经贸有限公司,,大专学历 ,不限经验,1-5,4.5,3.0,销售后勤,,,,汽车/摩托车/零配件,,
云南-昆明,200-500,私营/民营企业,三川电缆集团,,大专学历 ,不限经验,1-5,8.0,6.0,主办会计,,,,其他行业,,
湖南-益阳,1000,国有企业,中铁华铁工程设计集团有限工程,,大专学历 ,不限经验,,4.5,3.5,资料员,,,,建筑/房地产/物业/装潢,,"包吃, 包住, 通讯补贴, 加班补助"
广东-广州,10-50,私营/民营企业,深圳市云聊科技有限公司,,大专学历 ,3年以上经验,若干,50.0,25.0,项目合伙人,,,,互联网/电子商务/游戏,,
云南-昆明,50-200,私营/民营企业,昆明世纪盛兴包装制品有限公司,,中专学历 ,不限经验,1-5,4.5,3.0,车间主管助理,,,,其他行业,,
云南-,50-200,私营/民营企业,云南景辉工程技术开发有限公司,,本科学历 ,不限经验,1-5,6.0,4.5,给排水设计师,,,,建筑/房地产/物业/装潢,,
云南-大理,10-50,私营/民营企业,大理跃宇商贸有限责任公司,,大专学历 ,不限经验,1-5,6.0,4.5,出纳,,,,批发零售,,
云南-玉溪,10,私营/民营企业,玉溪径基科技有限公司,,不限学历 ,不限经验,1-5,6.0,4.5,氩弧焊高级工,,,,机械制造/机电设备/重工业,,
云南-楚雄,10,股份制企业,楚雄你和我阶梯文化有限责任公司,,大专学历 ,不限经验,1-5,0,0,销售人员,,,,教育/培训/学术/科研,,
内蒙古-阿拉善盟,10-50,事业单位,北京伯乐英才国际人力资源有限公司,,本科学历 ,不限经验,1-5,8.0,6.0,高薪兼职阿拉善代理,,,,人才交流/中介/人力资源,,
黑龙江-齐齐哈尔,10-50,私营/民营企业,云南中合数维科技有限责任公司,,大专学历 ,不限经验,1-5,4.5,3.0,前台行政教务,,,,建筑/房地产/物业/装潢,,
云南-昭通,50-200,私营/民营企业,云南朔铭电力工程有限公司,,大专学历 ,不限经验,1-5,0,0,电力设计专员,,,,电力/水利/能源/矿产,,
云南-大理,500-1000,股份制企业,云南皇氏来思尔乳业有限公司,,大专学历 ,不限经验,1-5,4.5,3.0,信息员,,,,快速消费品,,
云南-大理,50-200,私营/民营企业,大理银河房地产开发有限公司,,大专学历 ,不限经验,1-5,4.5,3.0,出纳,,,,建筑/房地产/物业/装潢,,
山西-临汾,10-50,私营/民营企业,知否传媒,,大专学历 ,不限经验,1-5,6.0,4.5,摄影师,,,,娱乐休闲/餐饮/服务,,
云南-,10-50,私营/民营企业,云南炬坤企业管理有限公司,,不限学历 ,不限经验,,30.0,20.0,销售总监,,,,广告/公关/设计/市场/会展,,
云南-楚雄,200-500,私营/民营企业,云南正浩建设工程有限公司,,大专学历 ,不限经验,1-5,6.0,4.5,测量员,,,,建筑/房地产/物业/装潢,,
云南-,50-200,私营/民营企业,云南菲鲨经济信息咨询有限公司,,本科学历 ,不限经验,1-5,15.0,10.0,招标业务部门负责人,,,,其他行业,,
安徽-安庆,10-50,私营/民营企业,昆明前程教育,,大专学历 ,应届毕业生经验,1-5,0,0,文员,,,,教育/培训/学术/科研,,
云南-昆明,1000,股份制企业,昭通正道中学,,大专学历 ,不限经验,1-5,4.5,3.0,后勤办公室文员,,,,教育/培训/学术/科研,,
云南-曲靖,10-50,私营/民营企业,雪源商贸,,不限学历 ,不限经验,,2.0,1.5,销售员,,,,批发零售,,
广东-揭阳,50-200,股份制企业,云南泰宇工程咨询有限公司,,不限学历 ,不限经验,1-5,10.0,8.0,公路造价师,,,,建筑/房地产/物业/装潢,,
云南-曲靖,10-50,私营/民营企业,念家房产,,高中学历 ,不限经验,,15.0,10.0,置业顾问,,,,建筑/房地产/物业/装潢,,
云南-,10-50,私营/民营企业,昆明明雷建筑工程有限公司,,大专学历 ,不限经验,1-5,4.5,3.0,精装施工员,,,,建筑/房地产/物业/装潢,,
云南-,10-50,私营/民营企业,昆明昭盛房地产经纪有限公司,,高中学历 ,不限经验,,10.0,8.0,分销专员,,,,建筑/房地产/物业/装潢,,
内蒙古-呼和浩特,1000,国有企业,紫金财产保险股份有限公司内蒙古分公司,,大专学历 ,不限经验,50-100,6.0,4.0,车险专员,,,,金融业/银行,,
广东-深圳,1000,私营/民营企业,深圳市升阳升环境产业集团有限公司,,本科学历 ,不限经验,,5.5,4.5,聘应届毕业生+七天带薪培训+导师责任制,,,,环保,,"五险一金, 带薪年假"
云南-,10-50,私营/民营企业,云南滇铎建设工程有限公司,,不限学历 ,不限经验,1-5,0,0,技术负责人,,,,建筑/房地产/物业/装潢,,
云南-普洱,10,股份制企业,云南鸿迦文化传媒有限公司,,不限学历 ,不限经验,1-5,4.5,3.0,行政主管,,,,广告/公关/设计/市场/会展,,
云南-昆明,50-200,股份制企业,苏州芙美人生物科技有限公司,,大专学历 ,不限经验,1-5,4.5,3.0,招聘经理/主管，人事专员,,,,医疗/保健/美容/卫生,,
云南-,50-200,私营/民营企业,云南中企建设有限公司,,不限学历 ,不限经验,,4.5,3.0,电话销售,,,,建筑/房地产/物业/装潢,,
内蒙古-巴彦淖尔盟,10-50,事业单位,北京伯乐英才国际人力资源有限公司,,本科学历 ,不限经验,1-5,8.0,6.0,高薪兼职巴彦淖尔代理,,,,人才交流/中介/人力资源,,
云南-曲靖,10-50,私营/民营企业,曲靖市百镒汽车服务有限公司,,中专学历 ,不限经验,,10.0,8.0,驻店质保专员,,,,汽车/摩托车/零配件,,
云南-玉溪,500-1000,股份制企业,云南初心保安服务有限公司,,本科学历 ,不限经验,,3.0,2.0,保安班长,,,,生活服务,,
云南-大理,10-50,私营/民营企业,大理跃宇商贸有限责任公司,,本科学历 ,不限经验,1-5,4.5,3.0,行政部助理,,,,批发零售,,
云南-,200-500,私营/民营企业,昆明远投房地产经纪有限公司,,大专学历 ,不限经验,1-5,6.0,4.5,短视频主持人,,,,建筑/房地产/物业/装潢,,
辽宁-阜新,10-50,私营/民营企业,云南五坤谷,,不限学历 ,不限经验,1-5,6.0,4.5,综合维修工,,,,互联网/电子商务/游戏,,
云南-昆明,1000,股份制企业,昆明尊园房地产经纪有限公司天水嘉园分公司,,不限学历 ,不限经验,,10.0,8.0,应届生销售+五险,,,,建筑/房地产/物业/装潢,,
云南-,50-200,私营/民营企业,云南菲鲨经济信息咨询有限公司,,本科学历 ,不限经验,1-5,15.0,10.0,招标管理项目经理,,,,其他行业,,
云南-,10-50,私营/民营企业,昆明昭盛房地产经纪有限公司,,不限学历 ,不限经验,,15.0,10.0,销售助理,,,,建筑/房地产/物业/装潢,,
云南-曲靖,10-50,私营/民营企业,念家房产,,中专学历 ,不限经验,1-5,20.0,15.0,主管,,,,建筑/房地产/物业/装潢,,
云南-红河,10-50,私营/民营企业,弥勒市弥阳镇东昇优友幼儿园有限公司,,大专学历 ,不限经验,,3.0,2.0,幼儿教师,,,,教育/培训/学术/科研,,
云南-大理,500-1000,私营/民营企业,大理佳利集团,,不限学历 ,不限经验,1-5,6.0,4.5,砼车驾驶员,,,,多元化集团公司,,
云南-,10-50,私营/民营企业,昆明昭盛房地产经纪有限公司,,不限学历 ,不限经验,,15.0,10.0,网络销售,,,,建筑/房地产/物业/装潢,,
云南-,50-200,私营/民营企业,云南中企建设有限公司,,不限学历 ,不限经验,1-5,6.0,4.5,销售主管,,,,建筑/房地产/物业/装潢,,
云南-昆明,200-500,私营/民营企业,云南潘祥记工贸有限公司,,本科学历 ,不限经验,,3.0,2.0,关键岗位（培训储备）,,,,快速消费品,,
云南-昆明,50-200,私营/民营企业,云南君柏人力资源服务有限公司,,高中学历 ,不限经验,,8.0,6.0,金融,,,,人才交流/中介/人力资源,,
广东-揭阳,10-50,私营/民营企业,昭通市睿邦科技有限公司,,高中学历 ,不限经验,,4.5,3.0,市场专员,,,,互联网/电子商务/游戏,,
云南-楚雄,10-50,私营/民营企业,云南三恩汽车新材料有限公司,,本科学历 ,不限经验,1-5,4.5,3.0,蔬菜种植技术员,,,,农/林/牧/副/渔业,,
云南-昆明,10-50,私营/民营企业,景明大酒店,,不限学历 ,不限经验,,3.0,2.0,打荷,,,,旅游/酒店,,
云南-曲靖,50-200,私营/民营企业,J&amp;T极兔速递,,大专学历 ,不限经验,1-5,15.0,10.0,财务主管/总监/经理,,,,交通/运输/物流/快递,,
安徽-安庆,10-50,私营/民营企业,昆明前程教育,,硕士学历 ,不限经验,1-5,0,0,高等数学教师,,,,教育/培训/学术/科研,,
广东-广州,200-500,私营/民营企业,云南景航人力资源管理有限公司,,不限学历 ,不限经验,,6.0,4.5,招生咨询,,,,人才交流/中介/人力资源,,
云南-德宏,10-50,私营/民营企业,瑞丽市天禄贸易有限公司,,不限学历 ,不限经验,1-5,4.5,3.0,人事助理专员,,,,批发零售,,
云南-,50-200,私营/民营企业,云南华泽科技有限公司,,大专学历 ,不限经验,1-5,4.5,3.0,安全员,,,,电子/微电子技术/半导体,,
云南-楚雄,200-500,私营/民营企业,云南正浩建设工程有限公司,,大专学历 ,不限经验,1-5,6.0,4.5,计量员,,,,建筑/房地产/物业/装潢,,
云南-昭通,1000,私营/民营企业,东方希望集团,,大专学历 ,不限经验,1-5,8.0,6.0,管道安装/水电工程师—水富畜牧,,,,农/林/牧/副/渔业,,
云南-昆明,10-50,私营/民营企业,昭通市睿邦科技有限公司,,不限学历 ,不限经验,,0,0,分销人员,,,,互联网/电子商务/游戏,,
云南-昭通,50-200,私营/民营企业,昭通银昶企业,,不限学历 ,不限经验,1-5,4.5,3.0,加油站人员,,,,建筑/房地产/物业/装潢,,
云南-楚雄,10-50,集体企业,楚雄市城乡投科技发展有限责任公司,,本科学历 ,不限经验,1-5,0,0,市场销售,,,,建筑/房地产/物业/装潢,,
天津-天津,50-200,私营/民营企业,昆明金帆博大工贸有限公司,,不限学历 ,不限经验,,6.0,4.5,包装工,,,,贸易/商务/进出口,,
云南-昆明,10-50,私营/民营企业,云南尼黄教育信息咨询有限公司,,高中学历 ,不限经验,,4.5,3.0,高速收费员,,,,教育/培训/学术/科研,,
云南-玉溪,10-50,私营/民营企业,云南享趣科技有限公司,,不限学历 ,不限经验,,4.5,3.0,销售经理,,,,互联网/电子商务/游戏,,
云南-文山,50-200,私营/民营企业,文山铂升建设工程项目管理有限公司,,不限学历 ,不限经验,1-5,4.5,3.0,保安,,,,建筑/房地产/物业/装潢,,
云南-曲靖,50-200,私营/民营企业,中航共创（北京）教育科有限公司,,中专学历 ,不限经验,,10.0,8.0,地州负责人,,,,航天/航空,,
云南-保山,50-200,私营/民营企业,昌宁县舞彩缤纷双语艺术幼儿园,,不限学历 ,不限经验,1-5,3.0,2.0,办公室文员,,,,教育/培训/学术/科研,,
内蒙古-呼和浩特,500-1000,私营/民营企业,呼和浩特市新途径培训服务有限公司,,大专学历 ,不限经验,50-100,8.0,6.0,公务员考试培训储备讲师（言语判断方向）,,,,教育/培训/学术/科研,,
云南-曲靖,500-1000,私营/民营企业,云南索通云铝炭材料有限公司,,大专学历 ,不限经验,1-5,4.5,3.0,网络工程师,,,,电力/水利/能源/矿产,,
云南-保山,50-200,私营/民营企业,瑞丽市东方家园商贸有限公司盈江分公司,,大专学历 ,不限经验,1-5,4.5,3.0,出纳,,,,批发零售,,
云南-玉溪,500-1000,股份制企业,云南初心保安服务有限公司,,高中学历 ,不限经验,,6.0,4.5,片区经理,,,,生活服务,,
